n: 100 p: 40
FO: 62359.96
HUBS: [26, 33, 5, 4, 49, 45, 31, 46, 48, 30, 6, 35, 24, 53, 44, 50, 29, 51, 3, 36, 10, 13, 52, 68, 64, 34, 25, 12, 62, 27, 22, 2, 47, 28, 15, 67, 72, 66, 73, 43]

OR	H1	H2	DS	CUSTO
25	25	50	50	7245.31
25	25	51	51	8325.73
25	25	52	52	9088.20
25	25	53	53	9762.83
25	25	53	54	11389.70
25	25	53	55	12508.29
25	25	53	56	15324.09
25	25	53	57	19419.57
25	25	53	58	21340.92
25	25	36	59	22148.98
25	25	43	60	15440.67
25	25	43	61	12518.87
25	25	62	62	6062.18
25	25	62	63	8377.17
25	25	64	64	6312.74
25	25	64	65	8849.86
25	25	66	66	9251.25
25	25	67	67	8336.97
25	25	68	68	7540.50
25	25	68	69	11090.36
25	25	68	70	10833.95
25	25	68	71	9932.38
25	25	72	72	9441.37
25	25	73	73	9141.18
25	25	72	74	10762.67
25	25	73	75	10697.01
25	25	50	76	12386.62
25	25	52	77	14281.47
25	25	52	78	17660.38
25	25	52	79	22560.86
25	25	43	80	26492.82
25	25	43	81	23854.61
25	25	43	82	22844.43
25	25	43	83	19831.76
25	25	62	84	15198.44
25	25	62	85	16622.75
25	25	62	86	14568.47
25	25	66	87	14135.84
25	25	66	88	13720.79
25	25	67	89	12918.83
25	25	67	90	13626.01
25	25	72	91	11831.07
25	25	68	92	13415.90
25	25	67	93	15978.76
25	25	72	94	13825.80
25	25	72	95	12001.75
25	25	72	96	15685.28
25	25	73	97	14437.99
25	25	73	98	15947.63
25	25	73	99	16869.95
26	26	4	0	28857.73
26	26	4	1	27281.59
26	26	2	2	10136.37
26	26	3	3	8103.88
26	26	4	4	11013.16
26	26	5	5	6046.21
26	26	6	6	7416.47
26	26	6	7	25265.83
26	26	6	8	26872.15
26	26	6	9	20150.49
26	26	10	10	4398.70
26	26	12	11	17613.14
26	26	12	12	8885.31
26	26	13	13	9301.22
26	26	13	14	14847.96
26	26	15	15	11806.57
26	26	15	16	21784.35
26	26	15	17	26277.76
26	26	15	18	28908.01
26	26	15	19	33074.22
26	26	22	20	11896.32
26	26	22	21	10541.69
26	26	22	22	6577.86
26	26	24	23	5106.45
26	26	24	24	3320.59
26	26	25	25	4174.78
26	26	27	27	1539.65
26	26	28	28	2226.73
26	26	29	29	2874.36
26	26	30	30	3588.51
26	26	31	31	5003.61
26	26	30	32	8116.63
26	26	33	33	6759.62
26	26	34	34	8216.66
26	26	35	35	8916.19
26	26	36	36	11216.71
26	26	35	37	13565.43
26	26	35	38	13765.31
26	26	36	39	23185.98
26	26	22	40	20003.41
26	26	24	41	12416.76
26	26	24	42	11349.90
26	26	43	43	9655.66
26	26	44	44	7531.93
26	26	45	45	5619.54
26	26	46	46	7105.22
26	26	47	47	7475.38
26	26	48	48	6788.31
26	26	49	49	7903.79
26	26	50	50	9052.03
26	26	51	51	9337.38
26	26	52	52	10194.15
26	26	53	53	9923.71
26	26	53	54	11550.58
26	26	53	55	12669.17
26	26	53	56	15484.97
26	26	36	57	19000.05
26	26	36	58	21078.06
26	26	36	59	21432.87
26	26	43	60	19290.85
26	26	43	61	16369.05
26	26	62	62	10233.61
26	26	62	63	12548.59
26	26	64	64	10401.50
26	26	64	65	12938.62
26	26	66	66	13219.76
26	26	67	67	12076.12
26	26	68	68	10931.81
26	26	68	69	14481.68
26	26	68	70	14225.26
26	26	72	71	13306.11
26	26	72	72	12490.95
26	26	73	73	11787.12
26	26	72	74	13812.25
26	26	73	75	13342.95
26	26	50	76	14193.34
26	26	52	77	15387.42
26	26	52	78	18766.33
26	26	53	79	22925.38
26	26	43	80	30343.00
26	26	43	81	27704.79
26	26	43	82	26694.60
26	26	43	83	23681.94
26	26	62	84	19369.86
26	26	62	85	20794.18
26	26	62	86	18739.89
26	26	66	87	18104.35
26	26	66	88	17689.30
26	26	67	89	16657.98
26	26	67	90	17365.16
26	26	72	91	14880.64
26	26	72	92	16515.88
26	26	72	93	19508.39
26	26	72	94	16875.37
26	26	72	95	15051.32
26	26	72	96	18734.85
26	26	73	97	17083.93
26	26	73	98	18593.57
26	26	73	99	19515.89
27	27	4	0	28144.71
27	27	4	1	26568.56
27	27	2	2	10830.88
27	27	3	3	8364.61
27	27	4	4	10300.14
27	27	5	5	5563.48
27	27	6	6	6596.52
27	27	6	7	24445.88
27	27	6	8	26052.20
27	27	6	9	19330.54
27	27	10	10	3340.03
27	27	12	11	16080.52
27	27	12	12	7352.69
27	27	13	13	7848.07
27	27	13	14	13394.81
27	27	15	15	10548.04
27	27	15	16	20525.82
27	27	15	17	25019.23
27	27	15	18	27649.49
27	27	15	19	31815.69
27	27	22	20	13228.61
27	27	22	21	11873.98
27	27	22	22	7910.15
27	27	24	23	6642.22
27	27	24	24	4856.36
27	27	25	25	5641.46
27	27	26	26	1539.65
27	27	28	28	1002.72
27	27	29	29	2619.19
27	27	30	30	3076.24
27	27	31	31	5093.33
27	27	28	32	7135.26
27	27	33	33	6169.66
27	27	34	34	7936.04
27	27	35	35	8472.62
27	27	36	36	10783.26
27	27	33	37	13075.35
27	27	35	38	13321.74
27	27	36	39	22752.53
27	27	22	40	21335.71
27	27	24	41	13952.53
27	27	24	42	12885.67
27	27	43	43	11193.05
27	27	44	44	9022.29
27	27	45	45	6909.84
27	27	46	46	8275.06
27	27	47	47	8323.07
27	27	48	48	7333.18
27	27	49	49	8340.19
27	27	50	50	9631.12
27	27	51	51	9627.03
27	27	52	52	10478.07
27	27	53	53	9874.27
27	27	53	54	11501.14
27	27	53	55	12619.73
27	27	53	56	15435.54
27	27	36	57	18566.60
27	27	36	58	20644.61
27	27	36	59	20999.42
27	27	43	60	20828.24
27	27	43	61	17906.43
27	27	62	62	11671.37
27	27	62	63	13986.35
27	27	64	64	11763.36
27	27	64	65	14300.48
27	27	66	66	14497.80
27	27	67	67	13255.88
27	27	68	68	11991.46
27	27	68	69	15541.33
27	27	68	70	15284.91
27	27	73	71	14205.27
27	27	72	72	13397.28
27	27	73	73	12561.80
27	27	73	74	14638.43
27	27	73	75	14117.62
27	27	52	76	14724.05
27	27	52	77	15671.34
27	27	53	78	18965.18
27	27	36	79	22823.70
27	27	43	80	31880.39
27	27	43	81	29242.18
27	27	43	82	28231.99
27	27	43	83	25219.33
27	27	62	84	20807.62
27	27	62	85	22231.94
27	27	62	86	20177.66
27	27	66	87	19382.39
27	27	66	88	18967.33
27	27	67	89	17837.74
27	27	67	90	18544.92
27	27	72	91	15786.97
27	27	72	92	17422.21
27	27	72	93	20414.72
27	27	72	94	17781.71
27	27	72	95	15957.65
27	27	72	96	19641.18
27	27	73	97	17858.60
27	27	73	98	19368.24
27	27	73	99	20290.56
28	28	4	0	28755.11
28	28	4	1	27178.97
28	28	2	2	11833.59
28	28	3	3	9333.30
28	28	4	4	10910.55
28	28	5	5	6347.20
28	28	6	6	7185.16
28	28	6	7	25034.51
28	28	6	8	26640.84
28	28	6	9	19919.17
28	28	10	10	3867.76
28	28	12	11	15719.36
28	28	12	12	6991.54
28	28	13	13	7085.99
28	28	13	14	12632.74
28	28	15	15	9623.21
28	28	15	16	19600.99
28	28	15	17	24094.40
28	28	15	18	26724.65
28	28	15	19	30890.86
28	28	22	20	14094.94
28	28	22	21	12740.31
28	28	22	22	8776.48
28	28	24	23	7268.83
28	28	24	24	5482.97
28	28	25	25	5990.69
28	28	26	26	2226.73
28	28	27	27	1002.72
28	28	29	29	1926.44
28	28	30	30	2203.43
28	28	31	31	4411.73
28	28	28	32	6132.54
28	28	33	33	5206.32
28	28	34	34	7046.39
28	28	35	35	7531.68
28	28	36	36	9836.70
28	28	33	37	12112.01
28	28	35	38	12380.80
28	28	36	39	21805.97
28	28	22	40	22202.03
28	28	24	41	14579.14
28	28	24	42	13512.28
28	28	43	43	11696.51
28	28	44	44	9373.92
28	28	45	45	7006.91
28	28	46	46	8228.72
28	28	47	47	8014.87
28	28	48	48	6843.67
28	28	49	49	7769.73
28	28	50	50	9127.49
28	28	51	51	8962.43
28	28	52	52	9803.05
28	28	53	53	9054.54
28	28	53	54	10681.41
28	28	53	55	11800.00
28	28	53	56	14615.81
28	28	36	57	17620.03
28	28	36	58	19698.04
28	28	36	59	20052.85
28	28	43	60	21331.69
28	28	43	61	18409.89
28	28	62	62	11907.91
28	28	64	63	14187.07
28	28	64	64	11889.76
28	28	64	65	14426.88
28	28	66	66	14509.23
28	28	67	67	13171.94
28	28	68	68	11807.28
28	28	68	69	15357.14
28	28	68	70	15100.73
28	28	73	71	13801.14
28	28	72	72	13081.56
28	28	73	73	12157.67
28	28	73	74	14234.30
28	28	73	75	13713.49
28	28	52	76	14049.03
28	28	52	77	14996.32
28	28	53	78	18145.45
28	28	36	79	21877.14
28	28	43	80	32383.84
28	28	43	81	29745.64
28	28	43	82	28735.45
28	28	43	83	25722.78
28	28	62	84	21044.16
28	28	62	85	22468.47
28	28	64	86	20308.55
28	28	66	87	19393.82
28	28	66	88	18978.76
28	28	68	89	17709.16
28	28	68	90	18372.55
28	28	72	91	15471.26
28	28	72	92	17106.49
28	28	72	93	20099.00
28	28	72	94	17465.99
28	28	72	95	15641.93
28	28	72	96	19325.46
28	28	73	97	17454.47
28	28	73	98	18964.11
28	28	73	99	19886.43
29	29	4	0	30672.82
29	29	4	1	29096.68
29	29	2	2	13009.02
29	29	3	3	10838.99
29	29	4	4	12828.25
29	29	5	5	8178.37
29	29	6	6	9104.46
29	29	6	7	26953.81
29	29	12	8	28460.50
29	29	6	9	21838.47
29	29	10	10	5790.02
29	29	12	11	17066.68
29	29	12	12	8338.85
29	29	13	13	7640.89
29	29	13	14	13187.63
29	29	15	15	9485.81
29	29	15	16	19463.59
29	29	15	17	23957.00
29	29	15	18	26587.25
29	29	15	19	30753.46
29	29	22	20	14471.45
29	29	22	21	13116.82
29	29	22	22	9152.99
29	29	24	23	7159.51
29	29	24	24	5373.65
29	29	25	25	5252.71
29	29	26	26	2874.36
29	29	27	27	2619.19
29	29	28	28	1926.44
29	29	30	30	797.61
29	29	31	31	2495.89
29	29	30	32	5325.74
29	29	33	33	3894.47
29	29	34	34	5401.25
29	29	35	35	6050.57
29	29	36	36	8357.41
29	29	35	37	10699.80
29	29	35	38	10899.69
29	29	36	39	20326.69
29	29	22	40	22578.54
29	29	24	41	14469.83
29	29	25	42	13144.43
29	29	43	43	11053.50
29	29	44	44	8484.00
29	29	45	45	5760.01
29	29	46	46	6730.96
29	29	47	47	6227.61
29	29	48	48	4943.79
29	29	49	49	5844.87
29	29	50	50	7215.49
29	29	51	51	7047.10
29	29	52	52	7891.93
29	29	53	53	7264.99
29	29	53	54	8891.86
29	29	53	55	10010.45
29	29	53	56	12826.26
29	29	36	57	16140.75
29	29	36	58	18218.76
29	29	36	59	18573.57
29	29	43	60	20688.68
29	29	62	61	17486.25
29	29	62	62	10762.69
29	29	64	63	12869.14
29	29	64	64	10571.83
29	29	64	65	13108.95
29	29	66	66	13007.50
29	29	67	67	11564.67
29	29	68	68	10102.59
29	29	68	69	13652.45
29	29	68	70	13396.03
29	29	73	71	11925.25
29	29	72	72	11258.25
29	29	73	73	10281.77
29	29	73	74	12358.41
29	29	73	75	11837.60
29	29	52	76	12137.91
29	29	52	77	13085.20
29	29	53	78	16355.90
29	29	53	79	20266.66
29	29	43	80	31740.83
29	29	43	81	29102.62
29	29	43	82	28092.44
29	29	62	83	25032.46
29	29	62	84	19898.95
29	29	62	85	21323.26
29	29	66	86	18955.00
29	29	66	87	17892.09
29	29	66	88	17477.04
29	29	68	89	16004.46
29	29	72	90	16646.62
29	29	72	91	13647.95
29	29	72	92	15283.19
29	29	72	93	18275.70
29	29	72	94	15642.68
29	29	72	95	13818.63
29	29	72	96	17502.16
29	29	73	97	15578.58
29	29	73	98	17088.22
29	29	73	99	18010.54
30	30	4	0	30895.94
30	30	4	1	29319.80
30	30	2	2	13695.21
30	30	3	3	11415.12
30	30	4	4	13051.37
30	30	5	5	8550.61
30	30	6	6	9328.14
30	30	12	7	26663.43
30	30	12	8	28077.04
30	30	12	9	22038.15
30	30	10	10	6014.50
30	30	12	11	16683.22
30	30	12	12	7955.39
30	30	13	13	6988.12
30	30	13	14	12534.86
30	30	15	15	8704.80
30	30	15	16	18682.58
30	30	15	17	23175.99
30	30	15	18	25806.25
30	30	15	19	29972.45
30	30	22	20	15262.36
30	30	22	21	13907.73
30	30	22	22	9943.91
30	30	24	23	7956.46
30	30	24	24	6170.60
30	30	25	25	5996.87
30	30	26	26	3588.51
30	30	27	27	3076.24
30	30	28	28	2203.43
30	30	29	29	797.61
30	30	31	31	2380.72
30	30	30	32	4528.12
30	30	33	33	3180.62
30	30	34	34	4860.99
30	30	35	35	5418.50
30	30	36	36	7731.65
30	30	35	37	10067.74
30	30	35	38	10267.62
30	30	36	39	19700.92
30	30	22	40	23369.46
30	30	24	41	15266.78
30	30	25	42	13888.59
30	30	43	43	11784.67
30	30	44	44	9174.29
30	30	45	45	6367.63
30	30	46	46	7211.27
30	30	47	47	6486.49
30	30	48	48	5031.16
30	30	49	49	5804.25
30	30	50	50	7237.10
30	30	51	51	6863.92
30	30	52	52	7688.81
30	30	53	53	6852.20
30	30	53	54	8479.08
30	30	53	55	9597.66
30	30	53	56	12413.47
30	30	36	57	15514.99
30	30	36	58	17593.00
30	30	36	59	17947.81
30	30	43	60	21419.85
30	30	62	61	18091.85
30	30	62	62	11368.29
30	30	64	63	13408.94
30	30	64	64	11111.64
30	30	64	65	13648.75
30	30	66	66	13445.56
30	30	67	67	11941.80
30	30	68	68	10411.25
30	30	68	69	13961.11
30	30	68	70	13704.70
30	30	73	71	12022.65
30	30	72	72	11435.20
30	30	73	73	10379.18
30	30	73	74	12455.81
30	30	73	75	11935.00
30	30	52	76	11934.80
30	30	52	77	12882.09
30	30	53	78	15943.12
30	30	36	79	19772.09
30	30	43	80	32472.00
30	30	43	81	29833.80
30	30	43	82	28823.61
30	30	62	83	25638.06
30	30	62	84	20504.55
30	30	62	85	21928.86
30	30	66	86	19393.06
30	30	66	87	18330.15
30	30	66	88	17915.10
30	30	68	89	16313.13
30	30	72	90	16823.57
30	30	72	91	13824.90
30	30	72	92	15460.14
30	30	72	93	18452.64
30	30	72	94	15819.63
30	30	72	95	13995.58
30	30	72	96	17679.11
30	30	73	97	15675.98
30	30	73	98	17185.62
30	30	52	99	18101.26
31	31	4	0	33165.90
31	31	4	1	31589.76
31	31	2	2	14983.48
31	31	3	3	13106.99
31	31	4	4	15321.34
31	31	5	5	10656.25
31	31	6	6	11596.44
31	31	12	7	28869.36
31	31	12	8	30282.97
31	31	12	9	24244.07
31	31	10	10	8279.49
31	31	12	11	18889.14
31	31	12	12	10161.32
31	31	13	13	8660.44
31	31	13	14	14207.18
31	31	15	15	9540.30
31	31	15	16	19518.08
31	31	15	17	24011.49
31	31	15	18	26641.75
31	31	15	19	30807.95
31	31	22	20	15782.69
31	31	22	21	14428.06
31	31	22	22	10464.23
31	31	24	23	8270.36
31	31	24	24	6484.50
31	31	25	25	5611.56
31	31	26	26	5003.61
31	31	27	27	5093.33
31	31	28	28	4411.73
31	31	29	29	2495.89
31	31	30	30	2380.72
31	31	33	32	6039.74
31	31	33	33	2928.87
31	31	34	34	3416.00
31	31	35	35	4336.44
31	31	36	36	6502.43
31	31	35	37	8985.68
31	31	35	38	9185.56
31	31	36	39	18471.71
31	31	22	40	23889.78
31	31	43	41	14791.44
31	31	44	42	13149.92
31	31	43	43	11037.34
31	31	44	44	8249.11
31	31	45	45	5204.37
31	31	46	46	5548.86
31	31	47	47	4352.50
31	31	48	48	2714.33
31	31	49	49	3423.54
31	31	50	50	4863.33
31	31	51	51	4551.87
31	31	52	52	5396.04
31	31	53	53	4921.18
31	31	53	54	6548.05
31	31	53	55	7666.64
31	31	53	56	10482.44
31	31	36	57	14285.77
31	31	36	58	16363.78
31	31	36	59	16718.59
31	31	43	60	20672.53
31	31	62	61	16714.77
31	31	62	62	9991.21
31	31	64	63	11807.43
31	31	64	64	9510.13
31	31	64	65	12047.24
31	31	66	66	11538.63
31	31	67	67	9921.88
31	31	68	68	8286.37
31	31	72	69	11784.64
31	31	72	70	11505.93
31	31	73	71	9672.55
31	31	72	72	9139.00
31	31	73	73	8029.08
31	31	73	74	10105.71
31	31	73	75	9584.90
31	31	52	76	9642.03
31	31	52	77	10589.32
31	31	52	78	13968.22
31	31	53	79	17922.85
31	31	43	80	31724.68
31	31	43	81	29086.47
31	31	43	82	28076.28
31	31	62	83	24260.98
31	31	62	84	19127.46
31	31	64	85	20342.25
31	31	66	86	17486.13
31	31	66	87	16423.22
31	31	67	88	15982.16
31	31	72	89	14050.93
31	31	72	90	14527.36
31	31	72	91	11528.70
31	31	72	92	13163.94
31	31	72	93	16156.44
31	31	72	94	13523.43
31	31	73	95	11697.79
31	31	72	96	15382.91
31	31	73	97	13325.88
31	31	73	98	14835.52
31	31	73	99	15757.84
32	10	4	0	34642.68
32	10	4	1	33066.53
32	28	2	2	17966.13
32	28	3	3	15465.84
32	10	4	4	16798.11
32	28	5	5	12479.74
32	10	6	6	13072.29
32	12	12	7	27295.17
32	12	12	8	28708.78
32	12	12	9	22669.88
32	10	10	10	9753.78
32	12	12	11	17314.95
32	12	12	12	8587.13
32	13	13	13	5556.71
32	13	13	14	11103.45
32	15	15	15	7078.44
32	15	15	16	17056.22
32	15	15	17	21549.63
32	15	15	18	24179.89
32	15	15	19	28346.09
32	30	22	20	19790.48
32	30	22	21	18435.85
32	30	22	22	14472.03
32	30	24	23	12484.58
32	30	24	24	10698.72
32	30	25	25	10524.99
32	30	26	26	8116.63
32	28	27	27	7135.26
32	28	28	28	6132.54
32	30	29	29	5325.74
32	30	30	30	4528.12
32	33	31	31	6039.74
32	33	33	33	3110.87
32	33	34	34	5327.94
32	33	35	35	5475.37
32	33	36	36	7752.89
32	33	33	37	10016.57
32	33	35	38	10324.49
32	33	36	39	19722.16
32	30	22	40	27897.58
32	30	24	41	19794.90
32	30	25	42	18416.71
32	30	43	43	16312.79
32	30	44	44	13702.41
32	30	45	45	10895.75
32	33	46	46	11485.53
32	33	47	47	9966.41
32	33	48	48	8127.17
32	33	49	49	8226.71
32	33	50	50	9680.78
32	33	51	51	8533.18
32	33	52	52	9182.75
32	33	53	53	7599.52
32	33	53	54	9226.39
32	33	53	55	10344.98
32	33	36	56	12810.16
32	33	36	57	15536.22
32	33	36	58	17614.23
32	33	36	59	17969.04
32	30	43	60	25947.98
32	30	62	61	22619.97
32	30	62	62	15896.41
32	33	64	63	17712.14
32	33	64	64	15414.84
32	33	64	65	17951.96
32	33	66	66	17205.67
32	33	67	67	15489.35
32	33	68	68	13743.30
32	33	72	69	16817.41
32	33	72	70	16538.71
32	33	73	71	14496.17
32	33	72	72	14171.77
32	33	73	73	12852.69
32	33	73	74	14929.32
32	33	73	75	14408.51
32	33	52	76	13428.73
32	33	53	77	13714.75
32	33	53	78	16690.43
32	33	36	79	19793.33
32	30	43	80	37000.12
32	30	43	81	34361.92
32	30	43	82	33351.73
32	30	62	83	30166.18
32	30	62	84	25032.67
32	33	66	85	26059.27
32	33	66	86	23153.18
32	33	66	87	22090.27
32	33	67	88	21549.62
32	33	72	89	19083.70
32	33	72	90	19560.14
32	33	72	91	16561.47
32	33	72	92	18196.71
32	33	72	93	21189.21
32	33	72	94	18556.20
32	33	73	95	16521.41
32	33	73	96	20218.12
32	33	73	97	18149.50
32	33	52	98	19399.06
32	33	52	99	19595.20
33	33	4	0	33389.22
33	33	4	1	31813.08
33	33	2	2	16875.81
33	33	3	3	14533.65
33	33	4	4	15544.66
33	33	5	5	11411.14
33	33	6	6	11889.45
33	33	12	7	27443.62
33	33	12	8	28857.23
33	33	12	9	22818.33
33	33	10	10	8684.02
33	33	12	11	17463.41
33	33	12	12	8735.58
33	33	13	13	6417.76
33	33	13	14	11964.50
33	33	15	15	6677.69
33	33	15	16	16655.47
33	33	15	17	21148.88
33	33	15	18	23779.13
33	33	15	19	27945.34
33	33	22	20	18259.71
33	33	22	21	16905.08
33	33	22	22	12941.26
33	33	24	23	10818.13
33	33	24	24	9032.27
33	33	25	25	8426.02
33	33	26	26	6759.62
33	33	27	27	6169.66
33	33	28	28	5206.32
33	33	29	29	3894.47
33	33	30	30	3180.62
33	33	31	31	2928.87
33	33	33	32	3110.87
33	33	34	34	2217.06
33	33	35	35	2364.49
33	33	36	36	4642.01
33	33	33	37	6905.69
33	33	35	38	7213.61
33	33	36	39	16611.28
33	33	22	40	26366.81
33	33	43	41	17712.48
33	33	43	42	16073.82
33	33	43	43	13958.39
33	33	44	44	11176.92
33	33	45	45	8132.89
33	33	46	46	8374.66
33	33	47	47	6855.53
33	33	48	48	5016.30
33	33	49	49	5115.83
33	33	50	50	6569.91
33	33	51	51	5422.30
33	33	52	52	6071.87
33	33	53	53	4488.64
33	33	53	54	6115.52
33	33	53	55	7234.10
33	33	36	56	9699.28
33	33	36	57	12425.35
33	33	36	58	14503.36
33	33	36	59	14858.17
33	33	43	60	23593.57
33	33	62	61	19587.94
33	33	62	62	12864.38
33	33	64	63	14601.27
33	33	64	64	12303.97
33	33	64	65	14841.08
33	33	66	66	14094.80
33	33	67	67	12378.47
33	33	68	68	10632.43
33	33	72	69	13706.54
33	33	72	70	13427.83
33	33	73	71	11385.29
33	33	72	72	11060.90
33	33	73	73	9741.82
33	33	73	74	11818.45
33	33	73	75	11297.64
33	33	52	76	10317.86
33	33	53	77	10603.88
33	33	53	78	13579.56
33	33	36	79	16682.45
33	33	43	80	34645.72
33	33	43	81	32007.52
33	33	43	82	30997.33
33	33	62	83	27134.15
33	33	62	84	22000.64
33	33	66	85	22948.39
33	33	66	86	20042.30
33	33	66	87	18979.39
33	33	67	88	18438.74
33	33	72	89	15972.82
33	33	72	90	16449.26
33	33	72	91	13450.60
33	33	72	92	15085.83
33	33	72	93	18078.34
33	33	72	94	15445.33
33	33	73	95	13410.53
33	33	73	96	17107.24
33	33	73	97	15038.62
33	33	52	98	16288.19
33	33	52	99	16484.32
34	34	4	0	35512.55
34	34	4	1	33936.40
34	34	2	2	18317.63
34	34	3	3	16239.66
34	34	4	4	17667.98
34	34	5	5	13372.90
34	34	6	6	13983.00
34	34	12	7	29615.59
34	34	12	8	31029.20
34	34	12	9	24990.30
34	34	10	10	10724.32
34	34	12	11	19635.37
34	34	12	12	10907.55
34	34	13	13	8346.82
34	34	15	14	13465.18
34	34	15	15	7806.24
34	34	15	16	17784.02
34	34	15	17	22277.43
34	34	15	18	24907.69
34	34	15	19	29073.89
34	34	22	20	19193.38
34	34	22	21	17838.75
34	34	22	22	13874.93
34	34	24	23	11679.26
34	34	24	24	9893.40
34	34	25	25	8896.05
34	34	26	26	8216.66
34	34	27	27	7936.04
34	34	28	28	7046.39
34	34	29	29	5401.25
34	34	30	30	4860.99
34	34	31	31	3416.00
34	34	33	32	5327.94
34	34	33	33	2217.06
34	34	35	35	1103.34
34	34	36	36	3086.53
34	34	35	37	5752.58
34	34	35	38	5952.46
34	34	36	39	15055.80
34	34	22	40	27300.48
34	34	43	41	17720.28
34	34	44	42	16036.83
34	34	43	43	13966.19
34	34	44	44	11136.02
34	34	45	45	8096.44
34	34	46	46	7880.17
34	34	47	47	5973.81
34	34	48	48	4190.96
34	34	49	49	3777.17
34	34	50	50	5037.46
34	34	51	51	3535.24
34	34	52	52	4045.39
34	34	53	53	2273.73
34	34	53	54	3900.60
34	34	53	55	5019.19
34	34	53	56	7835.00
34	34	36	57	10869.87
34	34	36	58	12947.88
34	34	36	59	13302.69
34	34	43	60	23601.37
34	34	62	61	19087.00
34	34	62	62	12363.44
34	34	64	63	13901.95
34	34	64	64	11604.65
34	34	64	65	14141.77
34	34	66	66	12977.30
34	34	67	67	11179.44
34	34	68	68	9368.58
34	34	72	69	12085.58
34	34	72	70	11806.88
34	34	73	71	9672.08
34	34	72	72	9439.94
34	34	73	73	8028.61
34	34	73	74	10105.24
34	34	73	75	9584.43
34	34	52	76	8291.37
34	34	53	77	8388.97
34	34	53	78	11364.64
34	34	36	79	15126.97
34	34	43	80	34653.52
34	34	43	81	32015.32
34	34	62	82	30767.11
34	34	62	83	26633.21
34	34	64	84	21315.85
34	34	66	85	21830.89
34	34	66	86	18924.80
34	34	66	87	17861.89
34	34	67	88	17239.71
34	34	72	89	14351.87
34	34	72	90	14828.31
34	34	72	91	11829.64
34	34	72	92	13464.88
34	34	72	93	16457.38
34	34	73	94	13814.77
34	34	73	95	11697.32
34	34	73	96	15394.03
34	34	73	97	13325.41
34	34	52	98	14261.70
34	34	52	99	14457.84
35	35	4	0	35723.92
35	35	4	1	34147.78
35	35	2	2	19051.05
35	35	3	3	16830.76
35	35	4	4	17879.35
35	35	5	5	13773.57
35	35	6	6	14240.35
35	35	12	7	29351.08
35	35	12	8	30764.69
35	35	12	9	24725.79
35	35	10	10	11047.51
35	35	12	11	19370.87
35	35	12	12	10643.04
35	35	13	13	7820.25
35	35	15	14	12549.02
35	35	15	15	6890.07
35	35	15	16	16867.86
35	35	15	17	21361.26
35	35	15	18	23991.52
35	35	15	19	28157.73
35	35	22	20	20105.58
35	35	22	21	18750.95
35	35	22	22	14787.13
35	35	24	23	12598.78
35	35	24	24	10812.92
35	35	25	25	9901.89
35	35	26	26	8916.19
35	35	27	27	8472.62
35	35	28	28	7531.68
35	35	29	29	6050.57
35	35	30	30	5418.50
35	35	31	31	4336.44
35	35	33	32	5475.37
35	35	33	33	2364.49
35	35	34	34	1103.34
35	35	36	36	2313.15
35	35	35	37	4649.24
35	35	35	38	4849.12
35	35	36	39	14282.42
35	35	22	40	28212.68
35	35	43	41	18804.43
35	35	44	42	17121.68
35	35	43	43	15050.34
35	35	44	44	12220.87
35	35	45	45	9173.79
35	35	46	46	8983.29
35	35	47	47	7068.93
35	35	48	48	5293.80
35	35	49	49	4837.11
35	35	50	50	6027.58
35	35	51	51	4401.32
35	35	52	52	4778.33
35	35	53	53	2692.67
35	35	53	54	4319.54
35	35	53	55	5438.13
35	35	36	56	7370.42
35	35	36	57	10096.49
35	35	36	58	12174.50
35	35	36	59	12529.31
35	35	43	60	24685.52
35	35	62	61	20189.87
35	35	62	62	13466.32
35	35	64	63	14997.99
35	35	64	64	12700.69
35	35	64	65	15237.81
35	35	66	66	14020.61
35	35	67	67	12211.29
35	35	68	68	10393.20
35	35	72	69	12996.38
35	35	72	70	12717.67
35	35	73	71	10551.61
35	35	72	72	10350.74
35	35	73	73	8908.14
35	35	73	74	10984.77
35	35	52	75	10409.30
35	35	52	76	9024.32
35	35	53	77	8807.91
35	35	53	78	11783.58
35	35	36	79	14353.59
35	35	43	80	35737.67
35	35	43	81	33099.47
35	35	62	82	31869.98
35	35	62	83	27736.08
35	35	64	84	22411.88
35	35	66	85	22874.20
35	35	66	86	19968.11
35	35	66	87	18905.20
35	35	67	88	18271.56
35	35	72	89	15262.66
35	35	72	90	15739.10
35	35	72	91	12740.43
35	35	72	92	14375.67
35	35	72	93	17368.18
35	35	73	94	14694.30
35	35	73	95	12576.85
35	35	73	96	16273.57
35	35	52	97	14079.32
35	35	52	98	14994.65
35	35	52	99	15190.78
36	36	4	0	37878.64
36	36	4	1	36302.49
36	36	2	2	21346.60
36	36	3	3	19143.27
36	36	4	4	20034.07
36	36	5	5	16043.55
36	36	6	6	16435.82
36	36	12	7	31059.68
36	36	12	8	32473.28
36	36	12	9	26434.39
36	36	10	10	13289.71
36	36	12	11	21079.46
36	36	12	12	12351.64
36	36	13	13	9184.70
36	36	15	14	12961.98
36	36	15	15	7303.03
36	36	15	16	17280.82
36	36	15	17	21774.22
36	36	36	18	23055.89
36	36	36	19	28345.24
36	36	22	20	22278.14
36	36	22	21	20923.51
36	36	22	22	16959.68
36	36	24	23	14763.79
