n: 100 p: 40
FO: 51860.03
HUBS: [96, 31, 19, 18, 69, 78, 27, 73, 54, 17, 83, 47, 33, 37, 50, 68, 4, 18, 71, 38, 48, 59, 16, 31, 93, 34, 48, 22, 56, 80, 15, 67, 59, 83, 15, 8, 51, 72, 82, 32]

OR	H1	H2	DS	CUSTO
23	47	73	97	19593.56
23	47	73	98	21103.20
23	47	73	99	22025.51
24	27	4	0	34619.85
24	27	4	1	33043.71
24	22	22	2	13208.24
24	22	22	3	14126.39
24	27	4	4	16775.28
24	27	27	5	13893.12
24	27	27	6	15270.51
24	27	8	7	28573.30
24	27	8	8	26966.61
24	27	4	9	26405.97
24	27	27	10	10928.52
24	27	27	11	23540.85
24	27	27	12	16278.73
24	27	27	13	16939.24
24	27	27	14	22407.92
24	27	15	15	17023.19
24	27	16	16	24337.70
24	27	17	17	27584.23
24	27	18	18	29801.04
24	27	19	19	32589.89
24	22	22	20	10627.48
24	22	22	21	9272.85
24	22	22	22	5309.03
24	22	22	23	9201.05
24	22	22	25	12413.84
24	27	27	26	8528.02
24	27	27	27	6475.14
24	27	27	28	7812.11
24	27	27	29	9967.40
24	27	27	30	10576.80
24	31	31	31	8646.00
24	27	32	32	12067.04
24	31	33	33	11574.87
24	31	34	34	12062.00
24	31	34	35	13533.13
24	31	34	36	16177.38
24	31	37	37	16383.66
24	31	38	38	16587.87
24	31	59	39	26856.73
24	22	22	40	18734.58
24	22	22	41	11381.05
24	22	22	42	11458.22
24	22	22	43	13148.09
24	22	22	44	13229.82
24	47	47	45	13532.54
24	47	47	46	12044.83
24	47	47	47	9137.56
24	48	48	48	9372.24
24	48	48	49	10979.63
24	47	50	50	11363.71
24	48	51	51	12182.40
24	48	51	52	13325.37
24	48	51	53	15090.12
24	48	54	54	14362.47
24	48	54	55	15590.56
24	48	56	56	17663.53
24	48	56	57	22033.05
24	48	56	58	23773.97
24	31	59	59	22702.83
24	22	22	60	19983.72
24	22	22	61	19575.24
24	22	22	62	16639.00
24	67	67	63	18234.76
24	47	47	64	16646.62
24	67	67	65	16795.07
24	67	67	66	15949.03
24	67	67	67	13490.19
24	68	68	68	12519.07
24	68	69	69	15181.46
24	68	69	70	15485.19
24	47	71	71	13602.85
24	47	72	72	14214.00
24	47	73	73	13457.09
24	47	73	74	15533.72
24	47	73	75	15012.91
24	47	50	76	16505.01
24	48	51	77	18497.30
24	48	78	78	19413.59
24	48	78	79	25124.73
24	22	80	80	24466.33
24	22	82	81	23895.86
24	22	82	82	22295.55
24	22	83	83	20965.38
24	22	22	84	23293.91
24	67	67	85	24799.85
24	67	67	86	21895.75
24	67	67	87	20773.17
24	67	67	88	19550.46
24	68	69	89	17637.79
24	68	69	90	18247.90
24	68	69	91	16519.32
24	68	69	92	17613.55
24	68	93	93	19050.26
24	47	72	94	18598.43
24	47	72	95	16774.38
24	47	96	96	18851.74
24	47	73	97	18753.90
24	47	73	98	20263.54
24	47	73	99	21185.85
25	27	4	0	35666.65
25	27	4	1	34090.51
25	22	22	2	15004.02
25	22	22	3	15922.17
25	27	4	4	17822.08
25	27	27	5	14939.91
25	27	27	6	16317.30
25	27	8	7	29620.10
25	27	8	8	28013.41
25	27	4	9	27452.76
25	27	27	10	11975.32
25	27	27	11	24587.65
25	27	27	12	17325.53
25	31	32	13	17603.22
25	31	15	14	22681.33
25	31	15	15	17022.39
25	31	16	16	24399.67
25	31	17	17	27800.73
25	31	18	18	29467.32
25	31	19	19	32901.75
25	22	22	20	12423.27
25	22	22	21	11068.64
25	22	22	22	7104.81
25	22	22	23	10996.84
25	22	22	24	12413.84
25	27	27	26	9574.81
25	27	27	27	7521.94
25	27	27	28	8858.90
25	31	31	29	10809.93
25	31	31	30	10656.37
25	31	31	31	7482.08
25	31	32	32	12046.51
25	31	33	33	10410.95
25	31	34	34	10898.09
25	31	34	35	12369.21
25	31	34	36	15013.46
25	31	37	37	15219.74
25	31	38	38	15423.96
25	48	59	39	25289.12
25	22	22	40	20530.37
25	22	22	41	13176.83
25	22	22	42	13254.01
25	22	22	43	14943.88
25	47	47	44	14528.63
25	47	47	45	11193.10
25	47	47	46	9705.39
25	47	47	47	6798.12
25	48	48	48	7380.91
25	48	48	49	8988.30
25	47	50	50	9024.27
25	48	51	51	10191.06
25	48	51	52	11334.04
25	48	51	53	13098.78
25	48	54	54	12371.13
25	48	54	55	13599.23
25	48	56	56	15672.20
25	48	56	57	20041.72
25	48	56	58	21782.63
25	48	59	59	21135.21
25	22	22	60	21779.51
25	22	22	61	21371.03
25	47	47	62	15398.24
25	67	67	63	15860.54
25	47	47	64	14307.18
25	67	67	65	14420.84
25	67	67	66	13574.80
25	67	67	67	11115.96
25	68	68	68	10054.00
25	68	69	69	12716.40
25	68	69	70	13020.13
25	47	71	71	11263.41
25	47	72	72	11874.56
25	47	73	73	11117.65
25	47	73	74	13194.28
25	47	73	75	12673.47
25	47	50	76	14165.57
25	48	51	77	16505.96
25	47	78	78	17247.94
25	47	78	79	22959.08
25	22	80	80	26262.12
25	22	82	81	25691.65
25	22	82	82	24091.33
25	83	83	83	21518.27
25	67	67	84	22049.05
25	67	67	85	22425.63
25	67	67	86	19521.52
25	67	67	87	18398.95
25	67	67	88	17176.24
25	68	69	89	15172.73
25	68	69	90	15782.84
25	68	69	91	14054.25
25	68	69	92	15148.49
25	68	93	93	16585.19
25	47	72	94	16258.99
25	47	72	95	14434.94
25	47	96	96	16512.30
25	47	73	97	16414.46
25	47	73	98	17924.10
25	47	73	99	18846.41
26	27	4	0	30197.58
26	27	4	1	28621.44
26	27	27	2	16494.05
26	27	27	3	13205.69
26	27	4	4	12353.01
26	27	27	5	9470.84
26	27	27	6	10848.23
26	27	8	7	24151.03
26	27	8	8	22544.34
26	27	4	9	21983.69
26	27	27	10	6506.25
26	27	27	11	19118.58
26	27	27	12	11856.46
26	27	27	13	12516.96
26	27	27	14	17985.64
26	27	15	15	12600.91
26	27	16	16	19915.42
26	27	17	17	23161.95
26	27	18	18	25378.76
26	27	19	19	28167.61
26	22	22	20	14088.94
26	22	22	21	12734.31
26	22	22	22	8770.48
26	27	27	23	10210.31
26	27	27	24	8528.02
26	27	27	25	9574.81
26	27	27	27	2052.87
26	27	27	28	3389.83
26	27	27	29	5545.13
26	27	27	30	6154.52
26	31	31	31	6671.48
26	27	32	32	7644.77
26	27	33	33	8222.53
26	27	34	34	9988.91
26	27	33	35	11375.19
26	27	34	36	14104.28
26	27	37	37	13250.42
26	27	38	38	13593.07
26	27	38	39	23964.45
26	22	22	40	22196.03
26	22	22	41	14842.50
26	22	22	42	14919.67
26	22	22	43	16609.54
26	27	27	44	14082.59
26	27	27	45	11265.99
26	47	47	46	12874.45
26	47	47	47	9967.18
26	48	48	48	9051.08
26	48	48	49	10658.47
26	48	50	50	11349.03
26	31	51	51	11223.35
26	31	51	52	12366.33
26	27	34	53	13020.55
26	31	54	54	12672.05
26	31	54	55	13900.15
26	31	56	56	15745.03
26	31	56	57	20114.55
26	31	56	58	21855.47
26	27	59	59	20482.66
26	22	22	60	23445.18
26	22	22	61	23036.70
26	27	27	62	17614.70
26	47	47	63	19739.03
26	47	47	64	17476.24
26	27	67	65	18613.63
26	27	67	66	17767.59
26	27	67	67	15308.75
26	47	68	68	13908.26
26	47	69	69	16433.30
26	47	69	70	16737.03
26	47	71	71	14432.46
26	47	72	72	15043.62
26	47	73	73	14286.71
26	47	73	74	16363.34
26	47	73	75	15842.53
26	31	51	76	16443.15
26	31	54	77	17161.02
26	31	78	78	18241.38
26	31	56	79	23222.86
26	22	80	80	27927.79
26	22	82	81	27357.32
26	22	82	82	25757.00
26	27	83	83	23733.89
26	27	67	84	26241.83
26	27	67	85	26618.41
26	27	67	86	23714.30
26	27	67	87	22591.73
26	27	67	88	21369.02
26	47	69	89	18889.63
26	47	69	90	19499.74
26	47	72	91	17433.32
26	47	69	92	18865.39
26	47	93	93	20206.22
26	47	72	94	19428.05
26	47	72	95	17604.00
26	47	96	96	19681.36
26	47	73	97	19583.51
26	47	73	98	21093.15
26	47	73	99	22015.47
27	27	4	0	28144.71
27	27	4	1	26568.56
27	27	27	2	14441.17
27	27	27	3	11152.82
27	27	4	4	10300.14
27	27	27	5	7417.97
27	27	27	6	8795.36
27	27	8	7	22098.16
27	27	8	8	20491.46
27	27	4	9	19930.82
27	27	27	10	4453.38
27	27	27	11	17065.71
27	27	27	12	9803.59
27	27	27	13	10464.09
27	27	27	14	15932.77
27	27	15	15	10548.04
27	27	16	16	17862.55
27	27	17	17	21109.08
27	27	18	18	23325.89
27	27	19	19	26114.74
27	27	22	20	13228.61
27	27	22	21	11873.98
27	27	22	22	7910.15
27	27	27	23	8157.44
27	27	27	24	6475.14
27	27	27	25	7521.94
27	27	27	26	2052.87
27	27	27	28	1336.96
27	27	27	29	3492.26
27	27	27	30	4101.65
27	27	31	31	5093.33
27	27	32	32	5591.90
27	27	33	33	6169.66
27	27	34	34	7936.04
27	27	33	35	9322.31
27	27	34	36	12051.41
27	27	37	37	11197.55
27	27	38	38	11540.20
27	27	38	39	21911.58
27	27	22	40	21335.71
27	27	22	41	13982.17
27	27	22	42	14059.35
27	27	27	43	14924.07
27	27	27	44	12029.72
27	27	27	45	9213.12
27	27	27	46	11033.42
27	27	47	47	8323.07
27	27	48	48	7333.18
27	27	48	49	8940.57
27	27	50	50	9631.12
27	27	51	51	9627.03
27	27	51	52	10770.01
27	27	34	53	10967.68
27	27	54	54	11020.86
27	27	54	55	12248.96
27	27	56	56	13914.71
27	27	56	57	18284.23
27	27	56	58	20025.14
27	27	59	59	18429.79
27	27	22	60	22584.85
27	27	27	61	21369.98
27	27	27	62	15561.82
27	27	27	63	17727.09
27	27	27	64	15684.49
27	27	67	65	16560.76
27	27	67	66	15714.72
27	27	67	67	13255.88
27	27	68	68	11991.46
27	27	69	69	14641.15
27	27	69	70	14944.88
27	27	71	71	12785.91
27	27	72	72	13397.28
27	27	73	73	12561.80
27	27	73	74	14638.43
27	27	73	75	14117.62
27	27	50	76	14772.43
27	27	54	77	15509.83
27	27	78	78	16631.21
27	27	56	79	21392.53
27	27	80	80	26406.55
27	27	82	81	25471.60
27	27	82	82	23871.28
27	27	83	83	21681.02
27	27	67	84	24188.96
27	27	67	85	24565.54
27	27	67	86	21661.43
27	27	67	87	20538.86
27	27	67	88	19316.15
27	27	69	89	17097.48
27	27	69	90	17707.59
27	27	72	91	15786.97
27	27	69	92	17073.24
27	27	93	93	18487.99
27	27	72	94	17781.71
27	27	72	95	15957.65
27	27	96	96	18030.52
27	27	73	97	17858.60
27	27	73	98	19368.24
27	27	73	99	20290.56
28	27	4	0	29481.67
28	27	4	1	27905.53
28	27	27	2	15778.14
28	27	27	3	12489.78
28	27	4	4	11637.10
28	27	27	5	8754.93
28	27	27	6	10132.33
28	27	8	7	23435.12
28	27	8	8	21828.43
28	27	4	9	21267.78
28	27	27	10	5790.34
28	27	27	11	18402.67
28	27	27	12	11140.55
28	32	32	13	11689.26
28	32	32	14	16824.50
28	32	15	15	11441.37
28	32	16	16	18924.31
28	32	17	17	22286.26
28	32	18	18	24234.36
28	32	19	19	27377.26
28	27	22	20	14565.57
28	27	22	21	13210.94
28	27	22	22	9247.12
28	27	27	23	9494.40
28	27	27	24	7812.11
28	27	27	25	8858.90
28	27	27	26	3389.83
28	27	27	27	1336.96
28	27	27	29	4829.22
28	27	27	30	5438.61
28	31	31	31	5882.31
28	32	32	32	6132.54
28	33	33	33	6941.76
28	33	34	34	9158.82
28	33	33	35	10094.41
28	33	33	36	13131.11
28	32	37	37	12043.62
28	33	38	38	12412.75
28	33	38	39	22784.13
28	27	22	40	22672.67
28	27	22	41	15319.14
28	27	22	42	15396.31
28	27	27	43	16261.03
28	27	27	44	13366.68
28	27	27	45	10550.08
28	27	27	46	12370.38
28	27	47	47	9660.03
28	31	48	48	8596.65
28	31	48	49	10204.04
28	31	50	50	10745.64
28	31	51	51	10434.18
28	31	51	52	11577.16
28	33	34	53	12190.46
28	31	54	54	11882.88
28	31	54	55	13110.98
28	31	56	56	14955.87
28	31	56	57	19325.39
28	31	56	58	21066.30
28	33	59	59	19205.58
28	27	22	60	23921.81
28	27	27	61	22706.94
28	27	27	62	16898.79
28	27	27	63	19064.05
28	27	27	64	17021.45
28	27	67	65	17897.72
28	27	67	66	17051.68
28	27	67	67	14592.84
28	27	68	68	13328.43
28	27	69	69	15978.11
28	27	69	70	16281.85
28	27	71	71	14122.87
28	27	72	72	14734.24
28	27	73	73	13898.76
28	27	73	74	15975.39
28	27	73	75	15454.58
28	31	51	76	15653.99
28	31	54	77	16371.85
28	31	78	78	17452.21
28	31	56	79	22433.69
28	27	80	80	27743.51
28	27	82	81	26808.56
28	27	82	82	25208.24
28	27	83	83	23017.98
28	27	67	84	25525.93
28	27	67	85	25902.50
28	27	67	86	22998.40
28	27	67	87	21875.82
28	27	67	88	20653.11
28	27	69	89	18434.44
28	27	69	90	19044.55
28	27	72	91	17123.94
28	27	69	92	18410.20
28	27	93	93	19824.95
28	27	72	94	19118.67
28	27	72	95	17294.62
28	27	96	96	19367.48
28	27	73	97	19195.57
28	27	73	98	20705.21
28	27	73	99	21627.53
29	27	4	0	31636.96
29	27	4	1	30060.82
29	27	27	2	17933.43
29	27	27	3	14645.08
29	27	4	4	13792.40
29	27	27	5	10910.23
29	27	27	6	12287.62
29	27	8	7	25590.41
29	27	8	8	23983.72
29	27	4	9	23423.08
29	27	27	10	7945.64
29	27	27	11	20557.97
29	27	27	12	13295.85
29	32	32	13	11129.91
29	32	32	14	16265.15
29	32	15	15	10882.03
29	32	16	16	18364.97
29	32	17	17	21726.92
29	32	18	18	23675.02
29	32	19	19	26817.91
29	27	22	20	16720.87
29	27	22	21	15366.24
29	27	22	22	11402.41
29	27	27	23	11649.70
29	27	27	24	9967.40
29	31	31	25	10809.93
29	27	27	26	5545.13
29	27	27	27	3492.26
29	27	27	28	4829.22
29	31	31	30	6502.14
29	31	31	31	3327.85
29	32	32	32	5573.20
29	33	33	33	5192.63
29	31	34	34	6743.85
29	31	34	35	8214.97
29	31	34	36	10859.22
29	33	37	37	10371.90
29	33	38	38	10663.62
29	33	38	39	21035.00
29	27	22	40	24827.96
29	27	22	41	17474.43
29	27	22	42	17551.60
29	31	31	43	18044.31
29	31	31	44	14326.66
29	31	31	45	10267.00
29	31	47	46	10587.62
29	31	47	47	7680.35
29	31	48	48	6042.18
29	31	48	49	7649.57
29	31	50	50	8191.18
29	31	51	51	7879.72
29	31	51	52	9022.70
29	31	34	53	9775.49
29	31	54	54	9328.42
29	31	54	55	10556.52
29	31	56	56	12401.40
29	31	56	57	16770.92
29	31	56	58	18511.84
29	31	59	59	17384.68
29	27	22	60	26077.11
29	31	47	61	22968.47
29	31	47	62	16280.46
29	31	47	63	17452.20
29	31	47	64	15189.41
29	31	67	65	16554.61
29	31	67	66	15708.57
29	31	67	67	13249.73
29	31	68	68	11614.22
29	31	69	69	14064.69
29	31	69	70	14368.42
29	31	71	71	11876.56
29	31	72	72	12466.85
29	31	73	73	11356.92
29	31	73	74	13433.56
29	31	73	75	12912.75
29	31	51	76	13099.52
29	31	54	77	13817.39
29	31	78	78	14897.75
29	31	56	79	19879.23
29	31	80	80	29801.22
29	31	82	81	28516.09
29	31	82	82	26915.77
29	31	83	83	24014.81
29	31	67	84	24182.82
29	31	67	85	24559.39
29	31	67	86	21655.29
29	31	67	87	20532.72
29	31	67	88	19310.00
29	31	69	89	16521.02
29	31	69	90	17131.13
29	31	72	91	14856.55
29	31	72	92	16491.78
29	31	93	93	17725.87
29	31	72	94	16851.28
29	31	73	95	15025.64
29	31	96	96	16874.73
29	31	73	97	16653.73
29	31	73	98	18163.37
29	31	73	99	19085.69
30	27	4	0	32246.36
30	27	4	1	30670.22
30	27	27	2	18542.83
30	27	27	3	15254.47
30	27	4	4	14401.79
30	27	27	5	11519.62
30	27	27	6	12897.01
30	27	8	7	26199.81
30	27	8	8	24593.12
30	27	4	9	24032.47
30	27	27	10	8555.03
30	27	27	11	21167.36
30	32	32	12	13115.25
30	32	32	13	10084.84
30	32	32	14	15220.08
30	32	15	15	9836.95
30	32	16	16	17319.89
30	32	17	17	20681.84
30	32	18	18	22629.94
30	32	19	19	25772.84
30	27	22	20	17330.26
30	27	22	21	15975.63
30	27	22	22	12011.81
30	27	27	23	12259.09
30	27	27	24	10576.80
30	31	31	25	10656.37
30	27	27	26	6154.52
30	27	27	27	4101.65
30	27	27	28	5438.61
30	31	31	29	6502.14
30	31	31	31	3174.29
30	32	32	32	4528.12
30	33	33	33	4240.82
30	33	34	34	6457.89
30	33	33	35	7393.48
30	33	33	36	10430.17
30	33	37	37	9420.10
30	33	38	38	9711.81
30	33	38	39	20083.19
30	27	22	40	25437.36
30	27	22	41	18083.82
30	27	22	42	18161.00
30	31	31	43	17890.75
30	31	31	44	14173.10
30	31	31	45	10113.44
30	31	47	46	10434.06
30	31	47	47	7526.79
30	31	48	48	5888.62
30	31	48	49	7496.01
30	31	50	50	8037.62
30	31	51	51	7726.16
30	31	51	52	8869.14
30	33	34	53	9489.53
30	31	54	54	9174.86
30	31	54	55	10402.96
30	31	56	56	12247.84
30	31	56	57	16617.36
30	31	56	58	18358.28
30	33	59	59	16504.65
30	27	22	60	26686.50
30	31	47	61	22814.91
30	31	47	62	16126.90
30	31	47	63	17298.64
30	31	47	64	15035.85
30	31	67	65	16401.05
30	31	67	66	15555.01
30	31	67	67	13096.17
30	31	68	68	11460.66
30	31	69	69	13911.13
30	31	69	70	14214.86
30	31	71	71	11723.00
30	31	72	72	12313.29
30	31	73	73	11203.36
30	31	73	74	13280.00
30	31	73	75	12759.19
30	31	51	76	12945.96
30	31	54	77	13663.83
30	31	78	78	14744.19
30	31	56	79	19725.67
30	31	80	80	29647.66
30	31	82	81	28362.53
30	31	82	82	26762.21
30	31	83	83	23861.25
30	31	67	84	24029.26
30	31	67	85	24405.83
30	31	67	86	21501.73
30	31	67	87	20379.16
30	31	67	88	19156.44
30	31	69	89	16367.46
30	31	69	90	16977.57
30	31	72	91	14702.99
30	31	72	92	16338.22
30	31	93	93	17572.31
30	31	72	94	16697.72
30	31	73	95	14872.08
30	31	96	96	16721.17
30	31	73	97	16500.17
30	31	73	98	18009.81
30	31	73	99	18932.13
31	31	4	0	33165.90
31	31	4	1	31589.76
31	31	22	2	18363.44
31	31	27	3	16246.15
31	31	4	4	15321.34
31	31	27	5	12511.30
31	31	27	6	13888.69
31	31	8	7	26369.16
31	31	8	8	24762.47
31	31	4	9	24952.02
31	31	27	10	9546.71
31	31	32	11	21878.27
31	31	32	12	13151.55
31	31	32	13	10121.14
31	31	15	14	15199.24
31	31	15	15	9540.30
31	31	16	16	16917.59
31	31	17	17	20318.65
31	31	18	18	21985.23
31	31	19	19	25419.67
31	31	22	20	15782.69
31	31	22	21	14428.06
31	31	22	22	10464.23
31	31	31	23	10246.79
31	31	31	24	8646.00
31	31	31	25	7482.08
31	31	31	26	6671.48
31	31	27	27	5093.33
31	31	31	28	5882.31
31	31	31	29	3327.85
31	31	31	30	3174.29
31	31	32	32	4564.43
31	31	33	33	2928.87
31	31	34	34	3416.00
31	31	34	35	4887.13
31	31	34	36	7531.38
31	31	37	37	7737.66
31	31	38	38	7941.87
31	31	59	39	18210.73
31	31	22	40	23889.78
31	31	22	41	16536.25
31	31	31	42	15257.24
31	31	31	43	14716.46
31	31	31	44	10998.81
31	31	31	45	6939.15
31	31	47	46	7259.77
31	31	47	47	4352.50
31	31	48	48	2714.33
31	31	48	49	4321.72
31	31	50	50	4863.33
31	31	51	51	4551.87
31	31	51	52	5694.85
31	31	34	53	6447.64
31	31	54	54	6000.57
31	31	54	55	7228.67
31	31	56	56	9073.56
31	31	56	57	13443.08
31	31	56	58	15183.99
31	31	59	59	14056.83
31	31	31	60	24345.36
31	31	47	61	19640.62
31	31	47	62	12952.62
31	31	47	63	14124.36
31	31	47	64	11861.56
31	31	67	65	13226.76
31	31	67	66	12380.72
31	31	67	67	9921.88
31	31	68	68	8286.37
31	31	69	69	10736.84
31	31	69	70	11040.57
31	31	71	71	8548.71
31	31	72	72	9139.00
31	31	73	73	8029.08
31	31	73	74	10105.71
31	31	73	75	9584.90
31	31	51	76	9771.68
31	31	54	77	10489.54
31	31	78	78	11569.90
31	31	56	79	16551.38
31	31	80	80	26473.37
31	31	82	81	25188.24
31	31	82	82	23587.93
31	31	83	83	20686.97
31	31	67	84	20854.97
31	31	67	85	21231.54
31	31	67	86	18327.44
31	31	67	87	17204.87
31	31	67	88	15982.16
31	31	69	89	13193.17
31	31	69	90	13803.28
31	31	72	91	11528.70
31	31	72	92	13163.94
31	31	93	93	14398.03
31	31	72	94	13523.43
31	31	73	95	11697.79
31	31	96	96	13546.88
31	31	73	97	13325.88
31	31	73	98	14835.52
31	31	73	99	15757.84
32	32	4	0	31674.01
32	32	4	1	30097.87
32	32	27	2	20033.07
32	32	27	3	16744.71
32	32	4	4	13829.45
32	32	27	5	13009.87
32	32	32	6	13730.35
32	32	8	7	23125.83
32	32	8	8	21519.14
32	32	32	9	22498.54
32	32	32	10	9753.78
32	32	32	11	17313.84
32	32	32	12	8587.13
32	32	32	13	5556.71
32	32	32	14	10691.95
32	32	15	15	5308.83
32	32	16	16	12791.77
32	32	17	17	16153.72
32	32	18	18	18101.82
32	32	19	19	21244.72
32	32	22	20	18520.03
32	32	22	21	17165.40
32	32	22	22	13201.58
32	32	27	23	13749.34
32	32	27	24	12067.04
32	32	31	25	12046.51
32	32	27	26	7644.77
32	32	27	27	5591.90
32	32	32	28	6132.54
32	32	32	29	5573.20
32	32	32	30	4528.12
32	32	31	31	4564.43
32	32	33	33	2333.16
32	32	34	34	4468.03
32	32	33	35	5485.81
32	32	32	36	8322.77
32	32	37	37	5911.07
32	32	38	38	6311.69
32	32	38	39	16683.07
32	32	22	40	26627.13
32	32	22	41	19273.59
32	32	22	42	19350.77
32	32	31	43	19280.88
32	32	31	44	15563.24
32	32	31	45	11503.58
32	32	47	46	11758.83
32	32	47	47	8851.55
32	32	48	48	7072.90
32	32	48	49	8680.29
32	32	50	50	8827.68
32	32	51	51	7753.19
32	32	51	52	8896.17
32	32	34	53	7499.67
32	32	54	54	7926.75
32	32	54	55	9154.85
32	32	56	56	9934.53
32	32	56	57	14304.05
32	32	59	58	15881.00
32	32	59	59	13503.62
32	32	22	60	27876.27
32	32	47	61	24139.68
32	32	47	62	17451.67
32	32	47	63	18623.41
32	32	47	64	16360.62
32	32	67	65	17733.20
32	32	67	66	16887.16
32	32	67	67	14428.32
32	32	68	68	12733.95
32	32	69	69	15055.75
32	32	69	70	15359.48
32	32	71	71	12753.40
32	32	72	72	13308.38
32	32	73	73	12024.86
32	32	73	74	14101.49
32	32	73	75	13580.68
32	32	51	76	12973.00
32	32	54	77	12415.72
32	32	78	78	13275.53
32	32	56	79	17412.35
32	32	80	80	30648.56
32	32	82	81	29461.01
32	32	82	82	27860.69
32	32	83	83	25122.30
32	32	67	84	25361.41
32	32	67	85	25737.98
32	32	67	86	22833.88
32	32	67	87	21711.31
32	32	67	88	20488.59
32	32	69	89	17512.08
32	32	69	90	18122.19
32	32	72	91	15698.08
32	32	72	92	17333.32
32	32	93	93	18544.61
32	32	72	94	17692.81
32	32	73	95	15693.57
32	32	96	96	17393.51
32	32	73	97	17321.67
32	32	73	98	18831.31
32	32	54	99	19163.46
33	33	4	0	33389.22
33	33	4	1	31813.08
33	33	27	2	20610.83
33	33	27	3	17322.48
33	33	4	4	15544.66
33	33	27	5	13587.63
33	33	27	6	14965.02
33	33	8	7	25386.69
33	33	8	8	23780.00
33	33	32	9	24831.70
33	33	27	10	10623.04
33	33	32	11	19647.00
33	33	32	12	10920.28
33	33	32	13	7889.87
33	33	15	14	12336.63
33	33	15	15	6677.69
33	33	16	16	13999.73
33	33	17	17	17402.48
33	33	18	18	19058.67
33	33	19	19	22501.63
33	33	22	20	18259.71
33	33	22	21	16905.08
33	33	22	22	12941.26
33	33	31	23	13175.66
33	33	31	24	11574.87
33	33	31	25	10410.95
33	33	27	26	8222.53
33	33	27	27	6169.66
33	33	33	28	6941.76
33	33	33	29	5192.63
33	33	33	30	4240.82
33	33	31	31	2928.87
33	33	32	32	2333.16
33	33	34	34	2217.06
33	33	33	35	3152.66
33	33	33	36	6189.35
33	33	37	37	5179.27
33	33	38	38	5470.99
33	33	38	39	15842.37
33	33	22	40	26366.81
33	33	22	41	19013.27
33	33	31	42	18186.10
33	33	31	43	17645.33
33	33	31	44	13927.68
33	33	31	45	9868.02
33	33	47	46	9762.80
33	33	47	47	6855.53
33	33	48	48	5016.30
33	33	48	49	6623.69
33	33	50	50	6569.91
33	33	51	51	5422.30
33	33	51	52	6565.28
33	33	34	53	5248.70
33	33	54	54	5705.21
33	33	54	55	6933.31
33	33	56	56	8050.99
33	33	56	57	12420.51
33	33	56	58	14161.42
33	33	59	59	12263.82
33	33	31	60	27274.23
33	33	47	61	22143.65
33	33	47	62	15455.65
33	33	47	63	16627.39
33	33	47	64	14364.59
33	33	67	65	15683.35
33	33	67	66	14837.31
33	33	67	67	12378.47
33	33	68	68	10632.43
33	33	69	69	12856.58
33	33	69	70	13160.31
33	33	71	71	10520.86
33	33	72	72	11060.90
33	33	73	73	9741.82
33	33	73	74	11818.45
33	33	73	75	11297.64
33	33	51	76	10642.11
33	33	54	77	10194.18
33	33	78	78	11199.61
33	33	56	79	15528.81
33	33	80	80	29402.12
33	33	82	81	28111.25
33	33	82	82	26510.94
33	33	83	83	23566.71
33	33	67	84	23311.56
33	33	67	85	23688.13
33	33	67	86	20784.03
33	33	67	87	19661.46
33	33	69	88	18381.23
33	33	69	89	15312.91
33	33	69	90	15923.02
33	33	72	91	13450.60
33	33	72	92	15085.83
33	33	93	93	16271.89
33	33	72	94	15445.33
33	33	73	95	13410.53
33	33	96	96	15072.91
33	33	73	97	15038.62
33	33	73	98	16548.26
33	33	51	99	16838.43
34	34	4	0	35512.55
34	34	4	1	33936.40
34	34	22	2	21774.13
34	34	27	3	19088.85
34	34	4	4	17667.98
34	34	27	5	15354.01
34	34	27	6	16731.40
34	34	8	7	27582.85
34	34	8	8	25976.16
34	34	32	9	26966.58
34	34	27	10	12389.42
34	34	32	11	21781.87
34	34	32	12	13055.16
34	34	32	13	10024.75
34	34	15	14	13465.18
34	34	15	15	7806.24
34	34	16	16	14677.97
34	34	17	17	18061.78
34	34	18	18	19402.16
34	34	19	19	23113.17
34	34	22	20	19193.38
34	34	22	21	17838.75
34	34	22	22	13874.93
34	34	31	23	13662.79
34	34	31	24	12062.00
34	34	31	25	10898.09
34	34	27	26	9988.91
34	34	27	27	7936.04
34	34	33	28	9158.82
34	34	31	29	6743.85
34	34	33	30	6457.89
34	34	31	31	3416.00
34	34	32	32	4468.03
34	34	33	33	2217.06
34	34	34	35	1471.12
34	34	34	36	4115.37
34	34	37	37	4571.54
34	34	38	38	4693.89
34	34	59	39	14832.05
34	34	22	40	27300.48
34	34	22	41	19946.94
34	34	48	42	18435.95
34	34	47	43	17343.45
34	34	48	44	13676.30
34	34	48	45	9789.92
34	34	47	46	8881.08
34	34	47	47	5973.81
34	34	48	48	4190.96
34	34	34	49	5036.23
34	34	50	50	5037.46
34	34	51	51	3535.24
34	34	51	52	4678.21
34	34	34	53	3031.64
34	34	54	54	3488.45
34	34	54	55	4716.54
34	34	56	56	5998.21
34	34	56	57	10367.73
34	34	56	58	12108.65
34	34	59	59	10678.15
34	34	47	60	26531.03
34	34	47	61	21261.93
34	34	47	62	14573.92
34	34	47	63	15745.66
34	34	47	64	13482.87
34	34	67	65	14484.32
34	34	67	66	13638.28
34	34	67	67	11179.44
34	34	68	68	9368.58
34	34	69	69	11336.40
34	34	69	70	11640.13
34	34	71	71	8950.52
